,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,2021-01-02,774.680422152,787.4637248836,714.957656886,729.2404281493,1730120.87445469,774.680422152,787.4637248836,714.957656886,729.2404281493,1730120.87445469,0.0,1.0
1,2021-01-03,978.6411702009,1011.8051942355,768.9875485243,773.9653555436,4257852.69087587,978.6411702009,1011.8051942355,768.9875485243,773.9653555436,4257852.69087587,0.0,1.0
2,2021-01-04,1041.8332390431,1164.1775912784,922.869563943,978.5392582136,4852298.1610462,1041.8332390431,1164.1775912784,922.869563943,978.5392582136,4852298.1610462,0.0,1.0
3,2021-01-05,1100.7056440999,1135.0824743471,973.9896432619,1041.6082357475,3999495.9554849295,1100.7056440999,1135.0824743471,973.9896432619,1041.6082357475,3999495.9554849295,0.0,1.0
4,2021-01-06,1209.3815238275,1213.8539520107,1057.8530214871,1101.2411875901,4221221.840741491,1209.3815238275,1213.8539520107,1057.8530214871,1101.2411875901,4221221.840741491,0.0,1.0
5,2021-01-07,1224.5697757672,1289.7986689346,1134.3420579878,1209.755312666,2968263.01307072,1224.5697757672,1289.7986689346,1134.3420579878,1209.755312666,2968263.01307072,0.0,1.0
6,2021-01-08,1216.7515710879,1262.2904240304,1085.5461717677,1225.6614619127,1797646.1033945002,1216.7515710879,1262.2904240304,1085.5461717677,1225.6614619127,1797646.1033945002,0.0,1.0
7,2021-01-09,1277.4563091254,1305.8237309773,1171.6611078903,1216.6692042187,2093172.6986660499,1277.4563091254,1305.8237309773,1171.6611078903,1216.6692042187,2093172.6986660499,0.0,1.0
8,2021-01-1,1254.720733177,1349.4756510354,1165.8478795351,1277.5482864487,2928350.6819545003,1254.720733177,1349.4756510354,1165.8478795351,1277.5482864487,2928350.6819545003,0.0,1.0
9,2021-01-11,1087.4699855085,1260.1991668517,912.6045801052,1254.6598185931,6565873.477510121,1087.4699855085,1260.1991668517,912.6045801052,1254.6598185931,6565873.477510121,0.0,1.0
10,2021-01-12,1050.2604092811,1150.0553957247,1006.2762832117,1087.33562422,3285628.1090415604,1050.2604092811,1150.0553957247,1006.2762832117,1087.33562422,3285628.1090415604,0.0,1.0
11,2021-01-13,1129.9135120922,1138.1467092543,985.7678653579,1050.5156339726,2341880.66995761,1129.9135120922,1138.1467092543,985.7678653579,1050.5156339726,2341880.66995761,0.0,1.0
12,2021-01-14,1197.8862542477,1212.2141491971,1086.6904611836,1129.8340065379,1098942.2043673599,1197.8862542477,1212.2141491971,1086.6904611836,1129.8340065379,1098942.2043673599,0.0,1.0
13,2021-01-15,1168.0423542442,1255.4204605024,1061.9838084652,1231.3659203808,860793.4885531199,1168.0423542442,1255.4204605024,1061.9838084652,1231.3659203808,860793.4885531199,0.0,1.0
14,2021-01-16,1227.7445148328,1296.1984272516,1176.7622532725,1201.5532687285,1288410.06466299,1227.7445148328,1296.1984272516,1176.7622532725,1201.5532687285,1288410.06466299,0.0,1.0
15,2021-01-17,1232.7906312469,1269.3318467925,1165.0047580185,1227.9145458246,1781491.64463046,1232.7906312469,1269.3318467925,1165.0047580185,1227.9145458246,1781491.64463046,0.0,1.0
16,2021-01-18,1258.6624942978,1261.0490184109,1182.5901937063,1232.7338485169,1420052.86816772,1258.6624942978,1261.0490184109,1182.5901937063,1232.7338485169,1420052.86816772,0.0,1.0
17,2021-01-19,1366.6705100741,1438.819816066,1251.879347381,1258.821958904,3336157.08033735,1366.6705100741,1438.819816066,1251.879347381,1258.821958904,3336157.08033735,0.0,1.0
18,2021-01-2,1377.0902750643,1408.1582520917,1234.8825564182,1365.8695220936,3104745.3380720597,1377.0902750643,1408.1582520917,1234.8825564182,1365.8695220936,3104745.3380720597,0.0,1.0
19,2021-01-21,1110.9883415748,1389.8730217324,1084.5961781916,1377.0199370724,3615014.3414091603,1110.9883415748,1389.8730217324,1084.5961781916,1377.0199370724,3615014.3414091603,0.0,1.0
20,2021-01-22,1233.303753357,1275.5313993844,1042.5442346199,1111.6479444321,3263656.11031816,1233.303753357,1275.5313993844,1042.5442346199,1111.6479444321,3263656.11031816,0.0,1.0
21,2021-01-23,1233.785271653,1272.7289924709,1196.2211168919,1233.0086230129,1404740.79360622,1233.785271653,1272.7289924709,1196.2211168919,1233.0086230129,1404740.79360622,0.0,1.0
22,2021-01-24,1392.8820707496,1399.7265026248,1220.4461386638,1233.6756918092,2284124.79115321,1392.8820707496,1399.7265026248,1220.4461386638,1233.6756918092,2284124.79115321,0.0,1.0
23,2021-01-25,1317.9037046207,1476.1038109401,1293.8262854997,1392.9437465821,2868895.33914071,1317.9037046207,1476.1038109401,1293.8262854997,1392.9437465821,2868895.33914071,0.0,1.0
24,2021-01-26,1366.5456838042,1378.463162681,1244.9994259826,1317.6455906498,2581322.80857984,1366.5456838042,1378.463162681,1244.9994259826,1317.6455906498,2581322.80857984,0.0,1.0
25,2021-01-27,1239.5076388119,1374.4299687709,1206.9112010753,1366.8689528602,3038792.93275724,1239.5076388119,1374.4299687709,1206.9112010753,1366.8689528602,3038792.93275724,0.0,1.0
26,2021-01-28,1330.1446656394,1360.8279365954,1218.323862407,1239.4615345426,2127280.2356760404,1330.1446656394,1360.8279365954,1218.323862407,1239.4615345426,2127280.2356760404,0.0,1.0
