,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
0,2021-01-02,32184.6751747434,33348.0918568823,28966.5634189937,29346.320386486,179364.01573772,32184.6751747434,33348.0918568823,28966.5634189937,29346.320386486,179364.01573772,0.0,1.0
1,2021-01-03,33014.1937338267,34796.5960305749,31980.8943896437,32164.0963294257,178741.36586158,33014.1937338267,34796.5960305749,31980.8943896437,32164.0963294257,178741.36586158,0.0,1.0
2,2021-01-04,31997.1357520011,33619.0899678653,29211.8927032796,33023.2577574709,162134.89256131,31997.1357520011,33619.0899678653,29211.8927032796,33023.2577574709,162134.89256131,0.0,1.0
3,2021-01-05,33973.1571511039,34406.5637446243,29746.2030071149,31997.6971507661,175019.92126195,33973.1571511039,34406.5637446243,29746.2030071149,31997.6971507661,175019.92126195,0.0,1.0
4,2021-01-06,36790.7550380567,36953.6780276783,33302.2989376695,33975.9523762823,193835.82873683,36790.7550380567,36953.6780276783,33302.2989376695,33975.9523762823,193835.82873683,0.0,1.0
5,2021-01-07,39447.6469217679,40386.514776507,36256.0887095377,36794.9393587464,208289.72483973,39447.6469217679,40386.514776507,36256.0887095377,36794.9393587464,208289.72483973,0.0,1.0
6,2021-01-08,40605.0930018279,41838.8594256636,37086.2651988775,39458.0917298971,120627.22518981,40605.0930018279,41838.8594256636,37086.2651988775,39458.0917298971,120627.22518981,0.0,1.0
7,2021-01-09,40136.9407914434,41399.2150807866,38737.227477945,40594.6328816488,112630.08028574,40136.9407914434,41399.2150807866,38737.227477945,40594.6328816488,112630.08028574,0.0,1.0
8,2021-01-1,38160.8462260952,41380.9909882994,34958.3487026639,40139.7948000624,184261.98975111,38160.8462260952,41380.9909882994,34958.3487026639,40139.7948000624,184261.98975111,0.0,1.0
9,2021-01-11,35417.9452715392,38270.2778452832,30335.1604829087,38161.0630770101,410002.7873156,35417.9452715392,38270.2778452832,30335.1604829087,38161.0630770101,410002.7873156,0.0,1.0
10,2021-01-12,34055.7252079508,36634.4348995373,32492.6790172325,35421.793496384,207643.83725838,34055.7252079508,36634.4348995373,32492.6790172325,35421.793496384,207643.83725838,0.0,1.0
11,2021-01-13,37375.4370104381,37855.8607260706,32366.0171807761,34049.8417171371,181741.59210011,37375.4370104381,37855.8607260706,32366.0171807761,34049.8417171371,181741.59210011,0.0,1.0
12,2021-01-14,39139.6376932731,40097.5935877255,36709.4502542163,37376.131194232,149834.66555081,39139.6376932731,40097.5935877255,36709.4502542163,37376.131194232,149834.66555081,0.0,1.0
13,2021-01-15,36757.311119987,39731.7647236487,34391.7429206021,39140.3933930402,169206.92407902,36757.311119987,39731.7647236487,34391.7429206021,39140.3933930402,169206.92407902,0.0,1.0
14,2021-01-16,36010.3863632882,37863.9724746699,35373.0139581228,36906.5644750622,63457.21620069,36010.3863632882,37863.9724746699,35373.0139581228,36906.5644750622,63457.21620069,0.0,1.0
15,2021-01-17,35833.2595890804,36862.8395217319,33836.0878739085,36000.5327289851,110592.47699857,35833.2595890804,36862.8395217319,33836.0878739085,36000.5327289851,110592.47699857,0.0,1.0
16,2021-01-18,36629.1179348637,37479.9963767355,34791.9393850578,35830.6424346875,97054.53875956,36629.1179348637,37479.9963767355,34791.9393850578,35830.6424346875,97054.53875956,0.0,1.0
17,2021-01-19,35896.065233244,37865.8348986899,35847.6557503883,36628.3511808274,109345.86549974,35896.065233244,37865.8348986899,35847.6557503883,36628.3511808274,109345.86549974,0.0,1.0
